KEIO STE ID,Status,Safecast ID,Sensor Type,Inspector SN,Feed ID,Feed (Pachube/Safecast),Device ID,Type,Firmware Version,nGeigie ID,Inuse,,Location,___,Address,Latitude,Longitude,Height(m),Indoor/Outdoor,Action needed,__€_Yahoo_______,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0266,,,Inspector Alert,A04540,47807,http://www.pachube.com/feeds/47807,KEIOSTE290,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0267,,,Inspector Alert,A04542,47808,http://www.pachube.com/feeds/47808,KEIOSTE291,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0268,,,,,47809,http://www.pachube.com/feeds/47809,KEIOSTE292,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0269,,,Inspector Alert,A04668,47810,http://www.pachube.com/feeds/47810,KEIOSTE293,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0270,,,Inspector Alert,A04669,47811,http://www.pachube.com/feeds/47811,KEIOSTE294,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0301,,,Inspector Alert,A01966,48122,http://www.pachube.com/feeds/48122,KEIOSTE48,WiFi,1/20/12,,,2/22/12,,________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0302,,,Inspector Alert,A03466,48150,http://www.pachube.com/feeds/48150,Ritsumeikan1,Ethernet,1/20/12,,,,,_________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,send back to akiba,#0071,Inspector Alert,A01816,34584,http://www.pachube.com/feeds/34584,KEIOSTE33,Ethernet,11/18/11,#006,repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#005,send back to akiba,#0070,Inspector Alert,A01815,28493,http://www.pachube.com/feeds/28493,KEIOSTE13,Ethernet,,#005,repair,,,,,,,,,needs upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#004,send back to akiba,#0069,Inspector Alert,A01764,28494,http://www.pachube.com/feeds/28494,KEIOSTE14,Ethernet,,#004,repair,,,,,,,,,needs upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,send back to akiba,,,,39169,http://www.pachube.com/feeds/39169,KEIOSTE76,,,,repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0001,need modify,#0066,Inspector Alert,A01760,26896,http://www.pachube.com/feeds/26896,KEIOSTE3,Ethernet,7/21/11,#001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0005,,,Inspector Alert,A03521,28493,http://www.pachube.com/feeds/28493,KEIOSTE52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#007,broken USB,#0072,Inspector Alert,A01817,28445,http://www.pachube.com/feeds/28445,KEIOSTE5,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#010,Strange charactor,#0075,Inspector Alert,A01820,28453,http://www.pachube.com/feeds/28453,KEIOSTE10,Ethernet,,#010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0008,,#0067,Inspector Alert,A01761,28448,http://www.pachube.com/feeds/28448,KEIOSTE4,Ethernet,1/20/12,#002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0008,,,Inspector Alert,A03416,28448,http://www.pachube.com/feeds/28448,KEIOSTE231,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0066,,,Inspector Alert,A03116,42005,http://www.pachube.com/feeds/42005,KEIOSTE233,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0058,,,Inspector Alert,A03131,38691,http://www.pachube.com/feeds/38691,KEIOSTE234,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0033,,,Inspector Alert,A03433,34978,http://www.pachube.com/feeds/34978,KEIOSTE235,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0053,,,Inspector Alert,A01929,37134,http://www.pachube.com/feeds/37134,KEIOSTE44,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0010,,,Inspector Alert,A03478,28453,http://www.pachube.com/feeds/28453,KEIOSTE325,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0140,,,Inspector Alert,A01961,44000,http://www.pachube.com/feeds/44000,KEIOSTE45,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0049,,,Inspector Alert,A03538,37094,http://www.pachube.com/feeds/37094,KEIOSTE54,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0197,,,Inspector Alert,A02913,46085,http://www.pachube.com/feeds/46085,KEIOSTE127,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0080,,,Inspector Alert,A03553,42881,http://www.pachube.com/feeds/42881,KEIOSTE59,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0065,,,Inspector Alert,A03559,42004,http://www.pachube.com/feeds/42004,KEIOSTE62,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0088,,,Inspector Alert,A02243,42892,http://www.pachube.com/feeds/42892,KEIOSTE84,WiFi,1/20/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
